1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
 29143	 6.73593	 5.28516	 6.64315	10.54831	10.75149	13.35614	 2.49314	 0.37033	 3.46326	-0.25101	 3.82612	-0.27522	 2.48607	 0.19020	 1.72111	 0.14539	-0.67282	-0.40929	-0.10961	-0.55967	 1.36307	-0.54414	 3.75434	-0.48894	 1.53483	-0.45630	 1.83807	-0.14931	 1.95399	-0.00574	 2.88067	 0.89528	24.73519	16.83536	 5.78910	11.26262	NULL
 29144	 6.73593	 5.28516	 6.64315	10.54831	10.75149	13.35614	 2.49314	 0.37033	 3.46326	-0.25101	 3.83548	-0.28872	 2.48607	 0.19020	 1.71318	 0.14121	-0.67114	-0.40989	-0.10913	-0.56036	 1.36307	-0.54414	 3.75434	-0.48894	 1.53483	-0.45630	 1.83807	-0.14931	 1.95399	-0.00574	 2.88067	 0.89528	24.75010	16.83279	 5.78910	11.26262	NULL
 29145	 6.66995	 5.33172	 6.62847	10.51147	10.75149	13.35614	 2.47281	 0.37752	 3.46326	-0.25101	 3.81074	-0.28941	 2.48719	 0.18860	 1.69963	 0.13736	-0.67160	-0.41101	-0.11032	-0.56197	 1.36118	-0.54145	 3.77995	-0.50365	 1.51637	-0.46655	 1.83807	-0.14931	 1.94272	-0.02411	 2.88067	 0.89528	24.75561	16.84379	 5.78910	11.26262	NULL
 29146	 6.69061	 5.30217	 6.62847	10.51147	10.75149	13.35614	 2.47281	 0.37752	 3.44186	-0.24298	 3.82009	-0.30289	 2.48311	 0.18777	 1.69241	 0.13739	-0.67371	-0.41151	-0.11305	-0.56304	 1.35652	-0.54175	 3.77995	-0.50365	 1.49911	-0.46007	 1.83807	-0.14931	 1.94272	-0.02411	 2.88067	 0.89528	24.76737	16.84576	 5.78910	11.26262	NULL
 29147	 6.64535	 5.31916	 6.57459	10.53052	10.69743	13.43345	 2.45473	 0.35977	 3.43174	-0.25105	 3.79536	-0.30357	 2.47087	 0.18524	 1.67718	 0.13595	-0.68450	-0.41203	-0.12061	-0.56542	 1.34723	-0.54236	 3.78514	-0.51110	 1.46344	-0.46385	 1.78755	-0.13091	 1.93145	-0.04244	 2.88067	 0.89528	24.78184	16.85328	 5.78910	11.26262	NULL
 29148	 6.64535	 5.31916	 6.61377	10.47474	10.69743	13.43345	 2.43445	 0.36695	 3.43737	-0.25911	 3.80470	-0.31704	 2.46272	 0.18357	 1.66677	 0.13540	-0.69043	-0.41240	-0.12544	-0.56675	 1.33794	-0.54295	 3.79033	-0.51855	 1.44508	-0.47410	 1.78755	-0.13091	 1.95258	-0.07290	 2.89756	 0.87135	24.79045	16.85980	 5.44310	11.75944	NULL
 29149	 6.66598	 5.28966	 6.61377	10.47474	10.76014	13.40990	 2.39388	 0.38129	 3.40029	-0.25112	 3.77067	-0.30426	 2.44755	 0.17860	 1.64353	 0.13520	-0.70546	-0.41392	-0.13769	-0.56899	 1.32591	-0.54654	 3.78028	-0.52619	 1.40839	-0.49456	 1.79286	-0.19154	 1.92019	-0.06074	 2.87655	 0.87900	24.79596	16.87084	 5.44310	11.75944	NULL
 29150	 6.66598	 5.28966	 6.56000	10.49376	10.76014	13.40990	 2.39618	 0.35638	 3.38459	-0.25117	 3.74603	-0.30497	 2.44054	 0.17532	 1.63232	 0.13583	-0.71515	-0.41419	-0.14358	-0.57046	 1.31853	-0.54982	 3.76508	-0.52639	 1.39008	-0.50477	 1.74252	-0.17321	 1.90893	-0.07900	 2.87655	 0.87900	24.79867	16.87638	 5.78910	11.26262	NULL
 29151	 6.71124	 5.27267	 6.59908	10.43813	10.76014	13.40990	 2.35571	 0.37069	 3.35322	-0.25125	 3.74603	-0.30497	 2.42222	 0.17156	 1.61232	 0.13621	-0.73503	-0.41583	-0.15490	-0.57405	 1.30187	-0.55370	 3.73469	-0.52679	 1.35353	-0.52515	 1.74779	-0.23358	 1.87662	-0.06688	 2.85554	 0.88664	24.79512	16.89099	 5.78910	11.26262	NULL
 29152	 6.69061	 5.30217	 6.59908	10.43813	10.76014	13.40990	 2.33550	 0.37784	 3.33754	-0.25129	 3.72139	-0.30566	 2.41206	 0.16946	 1.60511	 0.13624	-0.74410	-0.41697	-0.16077	-0.57551	 1.28798	-0.55461	 3.71952	-0.52700	 1.31819	-0.52891	 1.69761	-0.21531	 1.84435	-0.05476	 2.83456	 0.89428	24.80102	16.89197	 5.54622	11.35821	NULL
 29153	 6.69061	 5.30217	 6.54541	10.45711	10.69743	13.43345	 2.31760	 0.36011	 3.32751	-0.25937	 3.72139	-0.30566	 2.39492	 0.16407	 1.59549	 0.13718	-0.76440	-0.41970	-0.17313	-0.57923	 1.27598	-0.55819	 3.70437	-0.52721	 1.28181	-0.54924	 1.64752	-0.19708	 1.82198	-0.09125	 2.83044	 0.87803	24.79472	16.90106	 5.54622	11.35821	NULL
 29154	 6.69061	 5.30217	 6.54541	10.45711	10.75149	13.35614	 2.29744	 0.36724	 3.31187	-0.25942	 3.71207	-0.29222	 2.38680	 0.16240	 1.59389	 0.13689	-0.77512	-0.42025	-0.17904	-0.58067	 1.26673	-0.55879	 3.68922	-0.52742	 1.26366	-0.55939	 1.59751	-0.17887	 1.82198	-0.09125	 2.80950	 0.88566	24.80058	16.90205	 5.54622	11.35821	NULL
 29155	 6.69061	 5.30217	 6.54541	10.45711	10.75149	13.35614	 2.27961	 0.34952	 3.28062	-0.25952	 3.70274	-0.27876	 2.36429	 0.16140	 1.59215	 0.14200	-0.79427	-0.42277	-0.19231	-0.58305	 1.25287	-0.55971	 3.67408	-0.52763	 1.21154	-0.55678	 1.54760	-0.16070	 1.77868	-0.09738	 2.80540	 0.86941	24.80924	16.90855	 5.78910	11.26262	NULL
 29156	 6.69061	 5.30217	 6.50633	10.51274	10.68890	13.37964	 2.28190	 0.32472	 3.28623	-0.26753	 3.72735	-0.27804	 2.35304	 0.16091	 1.59039	 0.14711	-0.80502	-0.42327	-0.19818	-0.58450	 1.24364	-0.56031	 3.67925	-0.53504	 1.21043	-0.57328	 1.54760	-0.16070	 1.77868	-0.09738	 2.78447	 0.87703	24.81515	16.90953	 5.78910	11.26262	NULL
 29157	 6.69061	 5.30217	 6.50633	10.51274	10.68890	13.37964	 2.26409	 0.30707	 3.27063	-0.26759	 3.70866	-0.25109	 2.33483	 0.15714	 1.58929	 0.15644	-0.82582	-0.42519	-0.21189	-0.58622	 1.23166	-0.56389	 3.66411	-0.53525	 1.15848	-0.57069	 1.55306	-0.22091	 1.76754	-0.11556	 2.76355	 0.88465	24.82376	16.91605	 5.78910	11.26262	NULL
 29158	 6.69061	 5.30217	 6.50633	10.51274	10.63484	13.45694	 2.24399	 0.31418	 3.27623	-0.27560	 3.69931	-0.23760	 2.32786	 0.15387	 1.58593	 0.16129	-0.83590	-0.42656	-0.21931	-0.58711	 1.22243	-0.56449	 3.66928	-0.54267	 1.14047	-0.58082	 1.55306	-0.22091	 1.75641	-0.13370	 2.78039	 0.86080	24.82061	16.92059	 5.54622	11.35821	NULL
 29159	 6.69061	 5.30217	 6.50633	10.51274	10.63484	13.45694	 2.22623	 0.29654	 3.26063	-0.27565	 3.68995	-0.22410	 2.31080	 0.14849	 1.57625	 0.16492	-0.85277	-0.43053	-0.23299	-0.58884	 1.20400	-0.56572	 3.63391	-0.53568	 1.08872	-0.57825	 1.50331	-0.20279	 1.74528	-0.15181	 2.73862	 0.87600	24.82021	16.93066	 5.54622	11.35821	NULL
 29160	 6.64535	 5.31916	 6.45275	10.53169	10.58057	13.53454	 2.22851	 0.27186	 3.26623	-0.28365	 3.69931	-0.23760	 2.30384	 0.14522	 1.56665	 0.16584	-0.86121	-0.43251	-0.23888	-0.59027	 1.19667	-0.56899	 3.63907	-0.54309	 1.08763	-0.59469	 1.45366	-0.18472	 1.71329	-0.13980	 2.73456	 0.85980	24.82612	16.93164	 5.54622	11.35821	NULL
 29161	 6.64535	 5.31916	 6.49183	10.47606	10.58057	13.53454	 2.21074	 0.25430	 3.22948	-0.27576	 3.67471	-0.23834	 2.28679	 0.13987	 1.54438	 0.16438	-0.87806	-0.43647	-0.25364	-0.59210	 1.18475	-0.57257	 3.62398	-0.54331	 1.03604	-0.59215	 1.40407	-0.16667	 1.67027	-0.14590	 2.73048	 0.84361	24.82252	16.94631	 5.54622	11.35821	NULL
 29162	 6.64535	 5.31916	 6.49183	10.47606	10.64317	13.51104	 2.17077	 0.26844	 3.21392	-0.27581	 3.65017	-0.23910	 2.27673	 0.13776	 1.53083	 0.16323	-0.88811	-0.43785	-0.26099	-0.59304	 1.16905	-0.57081	 3.60890	-0.54353	 1.03498	-0.60856	 1.35458	-0.14865	 1.67027	-0.14590	 2.70965	 0.85120	24.82213	16.95638	 5.54622	11.35821	NULL
 29163	 6.69061	 5.30217	 6.49183	10.47606	10.63484	13.45694	 2.15307	 0.25090	 3.18286	-0.27594	 3.63499	-0.25333	 2.25346	 0.13476	 1.50311	 0.15937	-0.90881	-0.43978	-0.27829	-0.59447	 1.15257	-0.57471	 3.59900	-0.55114	 0.98356	-0.60605	 1.30515	-0.13066	 1.62738	-0.15202	 2.68479	 0.84260	24.82439	16.97205	 5.54622	11.35821	NULL
 29164	 6.69061	 5.30217	 6.43836	10.49497	10.63484	13.45694	 2.13313	 0.25795	 3.16733	-0.27600	 3.61049	-0.25408	 2.24140	 0.13224	 1.48971	 0.15551	-0.92112	-0.43969	-0.28672	-0.59550	 1.13878	-0.57562	 3.58394	-0.55136	 0.94900	-0.60984	 1.31091	-0.19074	 1.59557	-0.14008	 2.66399	 0.85017	24.82714	16.97757	 5.30401	11.45354	NULL
 29165	 6.69061	 5.30217	 6.47733	10.43949	10.63484	13.45694	 2.07339	 0.27908	 3.15183	-0.27607	 3.56160	-0.25561	 2.21817	 0.12923	 1.45742	 0.14806	-0.94281	-0.44187	-0.30261	-0.59893	 1.12231	-0.57951	 3.57403	-0.55896	 0.91348	-0.62999	 1.26167	-0.17282	 1.58459	-0.15814	 2.64322	 0.85773	24.83580	16.98407	 5.30401	11.45354	NULL
 29166	 6.69061	 5.30217	 6.47733	10.43949	10.63484	13.45694	 2.05350	 0.28612	 3.13634	-0.27614	 3.53721	-0.25638	 2.20503	 0.12830	 1.43854	 0.14448	-0.95449	-0.44265	-0.31052	-0.60067	 1.10668	-0.57776	 3.55901	-0.55919	 0.87907	-0.63378	 1.26735	-0.23263	 1.57361	-0.17617	 2.62245	 0.86529	24.83261	16.98868	 5.30401	11.45354	NULL
 29167	 6.64535	 5.31916	 6.42396	10.45837	10.63484	13.45694	 2.01612	 0.27557	 3.10539	-0.27628	 3.45493	-0.24534	 2.18186	 0.12527	 1.40245	 0.13496	-0.97932	-0.44557	-0.32892	-0.60371	 1.08190	-0.57664	 3.54913	-0.56679	 0.84270	-0.67015	 1.21826	-0.21476	 1.53097	-0.18228	 2.61844	 0.84913	24.82675	16.98764	 5.64727	10.96066	NULL
 29168	 6.64535	 5.31916	 6.42396	10.45837	10.68890	13.37964	 1.97647	 0.28959	 3.08995	-0.27637	 3.43996	-0.25954	 2.17185	 0.12318	 1.38682	 0.12929	-0.99142	-0.44745	-0.33790	-0.60555	 1.07464	-0.57992	 3.55427	-0.57417	 0.80846	-0.67394	 1.22391	-0.27434	 1.52004	-0.20026	 2.59772	 0.85667	24.81769	16.99120	 5.64727	10.96066	NULL
 29169	 6.66598	 5.28966	 6.42396	10.45837	10.62645	13.40308	 1.95904	 0.27203	 3.05908	-0.27653	 3.39153	-0.26114	 2.14673	 0.11974	 1.35639	 0.11947	-1.01827	-0.45087	-0.35466	-0.60766	 1.05635	-0.58115	 3.53926	-0.57439	 0.75770	-0.67149	 1.17499	-0.25652	 1.48843	-0.18839	 2.57301	 0.84807	24.80588	16.98924	 5.64727	10.96066	NULL
 29170	 6.66598	 5.28966	 6.37068	10.47721	10.62645	13.40308	 1.95904	 0.27203	 3.04368	-0.27662	 3.36737	-0.26196	 2.13872	 0.11807	 1.34627	 0.11618	-1.02705	-0.45396	-0.35978	-0.60685	 1.04533	-0.57911	 3.53926	-0.57439	 0.75671	-0.68772	 1.12615	-0.23875	 1.48843	-0.18839	 2.57301	 0.84807	24.80317	16.98370	 5.64727	10.96066	NULL
 29171	 6.66598	 5.28966	 6.42396	10.45837	10.57239	13.48039	 1.97884	 0.26503	 3.04924	-0.28458	 3.36737	-0.26196	 2.13651	 0.12124	 1.34959	 0.11140	-1.02897	-0.45639	-0.35364	-0.60097	 1.05448	-0.57850	 3.53412	-0.56701	 0.80946	-0.65767	 1.17499	-0.25652	 1.54191	-0.16427	 2.55629	 0.87175	24.79181	16.97161	 5.64727	10.96066	NULL
 29172	 6.66598	 5.28966	 6.47733	10.43949	10.57239	13.48039	 2.01612	 0.27557	 3.07022	-0.29246	 3.36737	-0.26196	 2.14940	 0.12575	 1.36608	 0.11317	-1.01365	-0.45568	-0.34070	-0.59499	 1.07089	-0.57461	 3.54913	-0.56679	 0.86240	-0.62752	 1.12034	-0.17911	 1.59557	-0.14008	 2.57700	 0.86421	24.79220	16.96155	 5.64727	10.96066	NULL
 29173	 6.69061	 5.30217	 6.49183	10.47606	10.58057	13.53454	 2.10854	 0.31429	 3.11097	-0.28426	 3.44923	-0.27291	 2.20838	 0.13994	 1.43139	 0.12142	-0.94821	-0.44809	-0.29335	-0.58104	 1.12939	-0.56232	 3.60415	-0.55854	 1.07291	-0.55545	 1.26167	-0.17282	 1.76754	-0.11556	 2.62646	 0.88148	24.78403	16.94490	 5.64727	10.96066	NULL
 29174	 6.69061	 5.30217	 6.50633	10.51274	10.58057	13.53454	 2.16380	 0.34254	 3.15741	-0.28405	 3.50709	-0.28474	 2.24745	 0.14994	 1.47557	 0.12703	-0.90325	-0.44243	-0.26459	-0.57306	 1.16885	-0.55688	 3.62914	-0.55072	 1.17974	-0.51092	 1.35458	-0.14865	 1.80096	-0.06093	 2.65124	 0.89013	24.78443	16.93483	 5.64727	10.96066	NULL
 29175	 6.76067	 5.29766	 6.52082	10.54954	10.64317	13.51104	 2.25715	 0.38149	 3.23946	-0.26770	 3.60466	-0.28170	 2.33216	 0.16758	 1.56016	 0.14419	-0.81392	-0.42636	-0.20765	-0.55936	 1.24156	-0.54367	 3.70954	-0.53464	 1.39348	-0.45473	 1.49776	-0.14255	 1.91030	-0.01194	 2.73862	 0.87600	24.78758	16.93029	 5.64727	10.96066	NULL
 29176	 6.76067	 5.29766	 6.57459	10.53052	10.70587	13.48750	 2.31531	 0.38498	 3.28623	-0.26753	 3.64432	-0.26678	 2.36546	 0.17632	 1.59826	 0.15130	-0.77464	-0.41915	-0.18215	-0.55473	 1.27853	-0.54123	 3.73469	-0.52679	 1.46459	-0.44712	 1.54199	-0.10021	 1.95399	-0.00574	 2.76355	 0.88465	24.79664	16.92673	 5.64727	10.96066	NULL
 29177	 6.76067	 5.29766	 6.57459	10.53052	10.76873	13.46391	 2.37364	 0.38845	 3.35322	-0.25125	 3.70866	-0.25109	 2.41731	 0.18522	 1.65465	 0.16587	-0.71954	-0.40625	-0.14388	-0.54852	 1.32110	-0.53284	 3.79033	-0.51855	 1.55449	-0.42925	 1.63652	-0.07593	 1.99780	 0.00044	 2.80950	 0.88566	24.81155	16.92416	 5.88947	10.86534	NULL
 29178	 6.76067	 5.29766	 6.57459	10.53052	10.76873	13.46391	 2.39388	 0.38129	 3.36328	-0.24317	 3.74858	-0.23612	 2.43471	 0.18697	 1.67531	 0.17243	-0.70145	-0.40204	-0.12963	-0.54749	 1.33312	-0.52925	 3.80037	-0.51090	 1.55566	-0.41244	 1.63652	-0.07593	 1.99780	 0.00044	 2.83044	 0.87803	24.82061	16.92059	 5.88947	10.86534	NULL
 29179	 6.71526	 5.31471	 6.57459	10.53052	10.82299	13.38631	 2.41416	 0.37412	 3.38903	-0.23502	 3.81335	-0.22039	 2.45302	 0.19076	 1.70542	 0.18622	-0.68079	-0.39623	-0.11005	-0.54580	 1.35635	-0.52774	 3.83606	-0.51797	 1.57300	-0.41895	 1.74252	-0.17321	 1.99780	 0.00044	 2.85554	 0.88664	24.83281	16.91249	 5.88947	10.86534	NULL
 29180	 6.71526	 5.31471	 6.57459	10.53052	10.82299	13.38631	 2.43445	 0.36695	 3.40474	-0.23498	 3.82872	-0.20610	 2.45915	 0.19201	 1.72296	 0.19220	-0.67272	-0.39535	-0.10367	-0.54501	 1.36755	-0.52982	 3.83086	-0.51051	 1.57300	-0.41895	 1.74252	-0.17321	 1.99780	 0.00044	 2.85554	 0.88664	24.83596	16.90794	 5.88947	10.86534	NULL
 29181	 6.71526	 5.31471	 6.57459	10.53052	10.82299	13.38631	 2.43445	 0.36695	 3.42047	-0.23494	 3.88439	-0.17673	 2.47249	 0.19294	 1.75394	 0.20753	-0.66088	-0.39457	-0.09471	-0.54463	 1.38150	-0.52891	 3.85133	-0.51777	 1.57300	-0.41895	 1.79286	-0.19154	 2.00910	 0.01888	 2.89756	 0.87135	24.83321	16.90242	 5.88947	10.86534	NULL
 29182	 6.71526	 5.31471	 6.57459	10.53052	10.76014	13.40990	 2.45473	 0.35977	 3.41483	-0.22688	 3.89982	-0.16235	 2.47546	 0.19537	 1.76659	 0.21538	-0.65599	-0.39445	-0.09259	-0.54436	 1.38805	-0.53130	 3.87180	-0.52505	 1.55566	-0.41244	 1.79286	-0.19154	 2.00910	 0.01888	 2.88067	 0.89528	24.83636	16.89788	 5.88947	10.86534	NULL
 29183	 6.71526	 5.31471	 6.57459	10.53052	10.70587	13.48750	 2.43217	 0.39189	 3.43622	-0.23491	 3.94025	-0.14725	 2.48587	 0.19383	 1.78564	 0.22715	-0.65174	-0.39345	-0.09105	-0.54491	 1.39927	-0.53338	 3.87180	-0.52505	 1.55566	-0.41244	 1.79286	-0.19154	 2.03036	-0.01178	 2.88067	 0.89528	24.84581	16.88425	 5.88947	10.86534	NULL
 29184	 6.71526	 5.31471	 6.57459	10.53052	10.70587	13.48750	 2.43217	 0.39189	 3.43058	-0.22684	 3.93077	-0.13357	 2.48789	 0.19427	 1.79037	 0.23078	-0.65234	-0.39260	-0.09164	-0.54572	 1.39927	-0.53338	 3.87180	-0.52505	 1.55449	-0.42925	 1.73711	-0.11255	 1.99780	 0.00044	 2.88067	 0.89528	24.84896	16.87971	 6.13235	10.76974	NULL
 29185	 6.71526	 5.31471	 6.57459	10.53052	10.70587	13.48750	 2.41188	 0.39907	 3.45198	-0.23487	 3.95575	-0.13284	 2.48903	 0.19264	 1.78784	 0.23443	-0.65174	-0.39345	-0.09069	-0.54708	 1.40116	-0.53607	 3.86172	-0.53269	 1.53716	-0.42274	 1.73711	-0.11255	 1.96527	 0.01265	 2.89756	 0.87135	24.85251	16.86510	 6.13235	10.76974	NULL
 29186	 6.73593	 5.28516	 6.57459	10.53052	10.76014	13.40990	 2.41188	 0.39907	 3.44634	-0.22681	 3.95575	-0.13284	 2.48587	 0.19383	 1.78709	 0.23291	-0.65282	-0.39369	-0.08916	-0.54763	 1.40116	-0.53607	 3.86172	-0.53269	 1.51985	-0.41625	 1.68676	-0.09422	 1.98649	-0.01794	 2.89756	 0.87135	24.85295	16.85502	 6.13235	10.76974	NULL
 29187	 6.69061	 5.30217	 6.57459	10.53052	10.76014	13.40990	 2.43217	 0.39189	 3.44634	-0.22681	 3.95575	-0.13284	 2.48699	 0.19223	 1.78396	 0.22957	-0.65222	-0.39454	-0.08703	-0.54736	 1.40116	-0.53607	 3.86690	-0.54014	 1.53600	-0.43953	 1.68676	-0.09422	 1.98649	-0.01794	 2.89756	 0.87135	24.84429	16.84852	 6.13235	10.76974	NULL
 29188	 6.69061	 5.30217	 6.57459	10.53052	10.76014	13.40990	 2.43217	 0.39189	 3.44069	-0.21873	 3.96523	-0.14651	 2.48699	 0.19223	 1.78319	 0.22807	-0.65054	-0.39515	-0.08596	-0.54724	 1.40771	-0.53845	 3.86690	-0.54014	 1.51870	-0.43304	 1.68676	-0.09422	 1.98649	-0.01794	 2.88067	 0.89528	24.83839	16.84754	 6.13235	10.76974	NULL
 29189	 6.69061	 5.30217	 6.57459	10.53052	10.82299	13.38631	 2.45247	 0.38471	 3.46210	-0.22677	 3.96523	-0.14651	 2.49015	 0.19104	 1.78489	 0.22563	-0.64947	-0.39491	-0.08596	-0.54724	 1.41428	-0.54084	 3.88219	-0.53997	 1.51754	-0.44981	 1.74252	-0.17321	 1.98649	-0.01794	 2.90170	 0.88762	24.82938	16.85108	 5.88947	10.86534	NULL
 29190	 6.69061	 5.30217	 6.62847	10.51147	10.82299	13.38631	 2.45247	 0.38471	 3.46210	-0.22677	 3.97472	-0.16018	 2.49015	 0.19104	 1.78330	 0.22531	-0.64947	-0.39491	-0.08703	-0.54736	 1.41618	-0.54353	 3.88219	-0.53997	 1.51754	-0.44981	 1.74252	-0.17321	 1.98649	-0.01794	 2.90170	 0.88762	24.82623	16.85563	 5.88947	10.86534	NULL
 29191	 6.73593	 5.28516	 6.62847	10.51147	10.82299	13.38631	 2.43217	 0.39189	 3.46775	-0.23485	 3.98419	-0.17385	 2.48831	 0.18700	 1.77608	 0.22261	-0.65326	-0.39480	-0.09081	-0.54857	 1.40495	-0.54144	 3.88219	-0.53997	 1.49911	-0.46007	 1.68676	-0.09422	 1.97518	-0.03630	 2.90170	 0.88762	24.82894	16.86117	 5.78910	11.26262	NULL
 29192	 6.73593	 5.28516	 6.57459	10.53052	10.82299	13.38631	 2.43217	 0.39189	 3.46775	-0.23485	 3.99365	-0.18749	 2.48425	 0.18614	 1.76646	 0.22082	-0.65814	-0.39493	-0.09504	-0.54910	 1.40219	-0.54442	 3.88219	-0.53997	 1.49794	-0.47680	 1.68676	-0.09422	 1.96387	-0.05461	 2.90170	 0.88762	24.82579	16.86571	 5.78910	11.26262	NULL
 29193	 6.69061	 5.30217	 6.52082	10.54954	10.82299	13.38631	 2.41416	 0.37412	 3.47339	-0.24291	 3.97810	-0.20183	 2.47424	 0.18043	 1.74404	 0.21395	-0.67165	-0.39511	-0.10215	-0.55216	 1.38821	-0.54531	 3.85163	-0.54033	 1.46229	-0.48057	 1.68676	-0.09422	 1.93145	-0.04244	 2.88067	 0.89528	24.82854	16.87123	 5.78910	11.26262	NULL
 29194	 6.69061	 5.30217	 6.52082	10.54954	10.82299	13.38631	 2.39388	 0.38129	 3.47903	-0.25098	 3.94367	-0.18890	 2.46610	 0.17874	 1.73046	 0.21004	-0.67804	-0.39659	-0.10654	-0.55417	 1.37891	-0.54592	 3.85682	-0.54778	 1.46113	-0.49725	 1.63652	-0.07593	 1.93145	-0.04244	 2.88067	 0.89528	24.82854	16.87123	 5.78910	11.26262	NULL
 29195	 6.71124	 5.27267	 6.50633	10.51274	10.76014	13.40990	 2.35340	 0.39561	 3.46326	-0.25101	 3.92816	-0.20323	 2.44775	 0.17497	 1.70568	 0.20407	-0.69522	-0.39860	-0.11788	-0.55776	 1.36686	-0.54950	 3.82111	-0.54069	 1.39122	-0.48811	 1.58633	-0.05766	 1.89907	-0.03028	 2.85966	 0.90293	24.83760	16.86767	 5.78910	11.26262	NULL
 29196	 6.71124	 5.27267	 6.50633	10.51274	10.76014	13.40990	 2.35571	 0.37069	 3.44750	-0.25103	 3.92816	-0.20323	 2.43647	 0.17448	 1.69447	 0.20200	-0.70433	-0.39973	-0.12330	-0.55990	 1.35755	-0.55009	 3.80588	-0.54088	 1.37293	-0.49833	 1.58633	-0.05766	 1.89907	-0.03028	 2.85966	 0.90293	24.83760	16.86767	 5.78910	11.26262	NULL
 29197	 6.71124	 5.27267	 6.50633	10.51274	10.76014	13.40990	 2.33779	 0.35297	 3.43737	-0.25911	 3.92816	-0.20323	 2.41613	 0.17029	 1.68169	 0.19962	-0.72358	-0.40224	-0.13662	-0.56227	 1.34086	-0.55397	 3.79582	-0.54850	 1.31932	-0.51231	 1.54199	-0.10021	 1.87662	-0.06688	 2.85554	 0.88664	24.83760	16.86767	 6.03261	11.16677	NULL
 29198	 6.71124	 5.27267	 6.50633	10.51274	10.76014	13.40990	 2.31760	 0.36011	 3.42163	-0.25914	 3.92816	-0.20323	 2.40913	 0.16701	 1.67439	 0.20236	-0.73376	-0.40361	-0.14251	-0.56374	 1.33812	-0.55696	 3.80100	-0.55594	 1.30112	-0.52250	 1.54199	-0.10021	 1.89768	-0.09724	 2.83456	 0.89428	24.83760	16.86767	 6.03261	11.16677	NULL
 29199	 6.71124	 5.27267	 6.50633	10.51274	10.69743	13.43345	 2.27961	 0.34952	 3.40592	-0.25918	 3.91872	-0.18962	 2.39289	 0.16365	 1.67019	 0.20841	-0.75237	-0.40698	-0.15828	-0.56422	 1.32609	-0.56053	 3.79096	-0.56355	 1.24887	-0.51989	 1.54760	-0.16070	 1.85419	-0.10334	 2.80950	 0.88566	24.83760	16.86767	 6.03261	11.16677	NULL
 29200	 6.71124	 5.27267	 6.50633	10.51274	10.75149	13.35614	 2.28190	 0.32472	 3.39021	-0.25920	 3.90927	-0.17599	 2.38477	 0.16198	 1.66915	 0.21509	-0.76252	-0.40836	-0.16464	-0.56501	 1.31869	-0.56381	 3.79613	-0.57097	 1.23074	-0.53007	 1.54760	-0.16070	 1.84298	-0.12152	 2.78855	 0.89328	24.82854	16.87123	 5.78910	11.26262	NULL
 29201	 6.71124	 5.27267	 6.54541	10.45711	10.75149	13.35614	 2.28417	 0.29997	 3.35884	-0.25928	 3.92476	-0.16163	 2.36855	 0.15864	 1.67510	 0.22993	-0.78234	-0.41001	-0.17841	-0.56671	 1.30016	-0.56501	 3.78608	-0.57857	 1.19456	-0.55041	 1.49776	-0.14255	 1.79964	-0.12761	 2.76355	 0.88465	24.81948	16.87479	 5.78910	11.26262	NULL
 29202	 6.66598	 5.28966	 6.58438	10.40163	10.75149	13.35614	 2.26409	 0.30707	 3.36446	-0.26732	 3.94973	-0.16091	 2.36157	 0.15536	 1.67964	 0.23902	-0.79140	-0.41114	-0.18475	-0.56749	 1.29741	-0.56798	 3.78608	-0.57857	 1.17650	-0.56055	 1.44801	-0.12444	 1.78847	-0.14574	 2.74267	 0.89225	24.81363	16.87380	 5.78910	11.26262	NULL
 29203	 6.66598	 5.28966	 6.58438	10.40163	10.75149	13.35614	 2.24628	 0.28945	 3.33312	-0.26740	 3.95575	-0.13284	 2.34334	 0.15160	 1.68635	 0.25540	-0.80950	-0.41342	-0.19651	-0.57042	 1.27891	-0.56918	 3.77088	-0.57875	 1.14155	-0.56433	 1.39835	-0.10637	 1.72439	-0.12168	 2.73862	 0.87600	24.81678	16.86925	 5.78910	11.26262	NULL
 29204	 6.66598	 5.28966	 6.53080	10.42058	10.75149	13.35614	 2.22623	 0.29654	 3.31748	-0.26744	 3.94626	-0.11915	 2.33212	 0.15109	 1.68778	 0.26117	-0.81856	-0.41456	-0.20084	-0.57243	 1.26777	-0.56711	 3.77604	-0.58616	 1.12356	-0.57447	 1.34877	-0.08831	 1.72439	-0.12168	 2.73862	 0.87600	24.80772	16.87282	 5.78910	11.26262	NULL
 29205	 6.66598	 5.28966	 6.49183	10.47606	10.69743	13.43345	 2.18616	 0.31071	 3.30184	-0.26749	 3.93676	-0.10545	 2.31191	 0.14691	 1.68599	 0.26635	-0.83770	-0.41706	-0.21258	-0.57534	 1.24929	-0.56832	 3.76085	-0.58634	 1.08872	-0.57825	 1.35458	-0.14865	 1.66044	-0.09768	 2.69689	 0.89120	24.79596	16.87084	 5.54622	11.35821	NULL
