1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38
 10259	 1.50254	 0.27443	 3.13132	 4.41180	 2.90764	 2.05115	 0.83853	 0.01837	 3.12959	 0.02364	 4.70555	 0.52632	 2.08455	 0.67435	 0.95454	 0.48246	 0.33571	 0.35207	 0.88260	 0.22791	 0.97891	-0.09613	 3.29552	 0.25819	 0.11895	-0.79255	 1.46973	-0.36383	-0.81659	-1.10701	 0.16258	-0.77186	 4.38377	 1.70302	 4.64607	-1.82850	NULL
 10260	 1.53280	 0.26307	 3.14463	 4.43315	 2.92791	 2.02216	 0.83853	 0.01837	 3.12959	 0.02364	 4.70555	 0.52632	 2.08455	 0.67435	 0.95692	 0.48157	 0.33571	 0.35207	 0.88361	 0.22647	 0.97891	-0.09613	 3.29552	 0.25819	 0.11895	-0.79255	 1.41509	-0.28641	-0.83491	-1.08060	 0.16258	-0.77186	 4.38562	 1.70623	 4.64607	-1.82850	NULL
 10261	 1.53280	 0.26307	 3.14463	 4.43315	 2.90764	 2.05115	 0.83853	 0.01837	 3.12959	 0.02364	 4.74208	 0.51261	 2.08053	 0.67345	 0.95468	 0.47972	 0.33228	 0.35126	 0.87555	 0.22382	 0.97432	-0.09651	 3.27508	 0.26545	 0.10211	-0.80242	 1.46973	-0.36383	-0.86242	-1.07027	 0.14853	-0.75194	 4.39850	 1.71103	 4.85372	-1.91023	NULL
 10262	 1.53280	 0.26307	 3.14463	 4.43315	 2.90764	 2.05115	 0.81991	 0.02495	 3.12959	 0.02364	 4.74208	 0.51261	 2.07652	 0.67252	 0.95007	 0.47875	 0.32595	 0.35081	 0.86974	 0.22149	 0.97166	-0.09961	 3.27508	 0.26545	 0.08614	-0.79642	 1.46973	-0.36383	-0.86242	-1.07027	 0.16612	-0.75835	 4.40597	 1.71203	 4.85372	-1.91023	NULL
 10263	 1.53280	 0.26307	 3.14463	 4.43315	 2.88734	 2.08017	 0.80128	 0.03154	 3.11973	 0.01533	 4.70555	 0.52632	 2.06135	 0.67094	 0.93384	 0.47677	 0.30402	 0.34987	 0.85246	 0.21610	 0.95985	-0.10344	 3.26005	 0.26494	 0.05257	-0.81616	 1.42040	-0.34587	-0.87161	-1.08636	 0.16612	-0.75835	 4.41147	 1.71578	 4.85372	-1.91023	NULL
 10264	 1.53280	 0.26307	 3.14463	 4.43315	 2.88734	 2.08017	 0.80390	 0.00791	 3.12542	 0.00720	 4.71566	 0.51174	 2.05334	 0.66911	 0.92463	 0.47485	 0.28956	 0.34964	 0.84378	 0.21258	 0.95262	-0.10691	 3.26545	 0.25718	 0.02069	-0.80419	 1.47482	-0.42297	-0.89906	-1.07605	 0.14853	-0.75194	 4.40958	 1.71849	 4.85372	-1.91023	NULL
 10265	 1.53280	 0.26307	 3.08255	 4.48122	 2.88734	 2.08017	 0.76673	 0.02106	 3.09432	 0.00688	 4.65288	 0.52452	 2.03335	 0.66449	 0.90304	 0.47309	 0.26103	 0.34496	 0.82251	 0.20586	 0.92323	-0.10638	 3.23542	 0.25617	-0.02862	-0.81793	 1.42559	-0.40505	-0.91735	-1.10818	 0.14500	-0.76546	 4.41144	 1.72171	 4.64607	-1.82850	NULL
 10266	 1.53280	 0.26307	 3.10695	 4.44648	 2.88734	 2.08017	 0.76935	-0.00255	 3.07880	 0.00672	 4.62662	 0.52360	 2.02334	 0.66220	 0.89383	 0.47118	 0.24566	 0.34232	 0.81319	 0.20150	 0.90950	-0.10747	 3.24082	 0.24842	-0.04529	-0.82778	 1.42559	-0.40505	-0.94473	-1.09790	 0.12744	-0.75906	 4.40956	 1.72442	 4.64607	-1.82850	NULL
 10267	 1.53280	 0.26307	 3.10695	 4.44648	 2.87746	 2.06248	 0.73224	 0.01057	 3.04778	 0.00638	 4.60038	 0.52268	 2.00452	 0.65596	 0.87614	 0.46886	 0.21626	 0.33523	 0.79033	 0.19539	 0.88211	-0.10967	 3.23123	 0.24016	-0.09440	-0.84149	 1.37642	-0.38715	-0.93562	-1.14021	 0.12393	-0.77257	 4.41132	 1.72767	 4.64607	-1.82850	NULL
 10268	 1.53280	 0.26307	 3.10695	 4.44648	 2.88734	 2.08017	 0.71371	 0.01713	 3.05346	-0.00174	 4.57419	 0.52176	 1.99455	 0.65366	 0.86696	 0.46694	 0.19977	 0.33236	 0.77839	 0.19306	 0.87492	-0.11314	 3.21624	 0.23966	-0.11099	-0.85131	 1.32733	-0.36928	-0.96295	-1.12995	 0.12393	-0.77257	 4.40948	 1.73031	 4.64607	-1.82850	NULL
 10269	 1.54558	 0.24479	 3.13132	 4.41180	 2.88734	 2.08017	 0.69785	 0.00009	 3.01681	 0.00604	 4.54803	 0.52082	 1.97776	 0.64787	 0.85016	 0.46341	 0.17044	 0.32527	 0.75672	 0.18707	 0.85406	-0.11771	 3.20127	 0.23915	-0.12834	-0.87684	 1.27834	-0.35144	-0.99934	-1.13570	 0.12041	-0.78606	 4.40760	 1.73303	 4.43891	-1.74697	NULL
 10270	 1.54558	 0.24479	 3.09367	 4.42511	 2.88734	 2.08017	 0.67935	 0.00663	 3.02248	-0.00207	 4.55810	 0.50630	 1.96666	 0.64721	 0.84336	 0.46059	 0.15517	 0.32263	 0.74593	 0.18489	 0.84040	-0.11882	 3.18630	 0.23864	-0.14488	-0.88663	 1.22941	-0.33363	-1.00842	-1.15167	 0.10288	-0.77968	 4.41134	 1.73353	 4.43891	-1.74697	NULL
 10271	 1.51532	 0.25615	 3.05609	 4.43840	 2.86702	 2.10923	 0.68198	-0.01691	 3.00703	-0.00225	 4.53196	 0.50538	 1.94874	 0.64308	 0.82587	 0.45554	 0.12638	 0.31674	 0.72654	 0.17921	 0.82412	-0.12301	 3.17675	 0.23040	-0.19292	-0.88458	 1.18058	-0.31585	-1.06286	-1.13123	 0.09938	-0.79316	 4.40946	 1.73624	 4.43891	-1.74697	NULL
 10272	 1.51532	 0.25615	 3.08040	 4.40379	 2.89724	 2.09788	 0.66352	-0.01038	 2.99157	-0.00242	 4.54202	 0.49087	 1.93879	 0.64079	 0.81755	 0.45241	 0.11111	 0.31413	 0.71576	 0.17703	 0.81049	-0.12412	 3.16182	 0.22988	-0.20940	-0.89435	 1.18058	-0.31585	-1.04471	-1.15740	 0.09938	-0.79316	 4.40758	 1.73895	 4.43891	-1.74697	NULL
 10273	 1.51532	 0.25615	 3.04287	 4.41707	 2.89724	 2.09788	 0.64505	-0.00384	 2.96071	-0.00278	 4.51592	 0.48994	 1.91978	 0.63828	 0.79691	 0.44945	 0.08243	 0.30824	 0.69214	 0.17397	 0.79616	-0.13104	 3.15227	 0.22165	-0.25725	-0.89232	 1.18602	-0.37490	-1.08092	-1.16313	 0.08187	-0.78679	 4.40755	 1.74488	 4.43891	-1.74697	NULL
 10274	 1.51532	 0.25615	 3.04287	 4.41707	 2.86702	 2.10923	 0.64770	-0.02736	 2.96071	-0.00278	 4.48987	 0.48901	 1.91183	 0.63645	 0.78776	 0.44754	 0.06722	 0.30561	 0.68091	 0.17250	 0.78901	-0.13449	 3.13733	 0.22115	-0.27367	-0.90209	 1.24001	-0.45140	-1.08994	-1.17905	 0.07836	-0.80025	 4.41119	 1.74542	 4.43891	-1.74697	NULL
 10275	 1.51532	 0.25615	 3.08040	 4.40379	 2.88734	 2.08017	 0.61349	-0.03781	 2.92989	-0.00314	 4.46384	 0.48808	 1.89086	 0.63348	 0.76869	 0.44488	 0.03905	 0.30091	 0.65896	 0.16886	 0.77018	-0.14178	 3.12244	 0.22063	-0.30645	-0.92159	 1.19134	-0.43368	-1.09897	-1.19494	 0.06086	-0.79388	 4.41305	 1.74863	 4.43891	-1.74697	NULL
 10276	 1.51532	 0.25615	 3.08040	 4.40379	 2.88734	 2.08017	 0.59508	-0.03130	 2.93554	-0.01123	 4.42783	 0.50160	 1.88408	 0.63000	 0.75958	 0.44296	 0.02500	 0.29855	 0.64774	 0.16739	 0.75657	-0.14288	 3.10755	 0.22011	-0.33769	-0.90986	 1.14275	-0.41599	-1.12605	-1.18477	 0.04338	-0.78751	 4.41669	 1.74917	 4.23224	-1.66562	NULL
 10277	 1.50254	 0.27443	 3.08040	 4.40379	 2.88734	 2.08017	 0.53994	-0.01179	 2.90478	-0.01160	 4.40189	 0.50064	 1.86429	 0.62540	 0.73815	 0.44121	-0.00372	 0.29476	 0.62734	 0.16156	 0.73587	-0.14745	 3.09267	 0.21960	-0.35475	-0.93518	 1.14800	-0.47451	-1.13504	-1.20065	 0.02591	-0.78115	 4.42042	 1.74967	 4.23224	-1.66562	NULL
 10278	 1.50254	 0.27443	 3.08040	 4.40379	 2.85716	 2.09150	 0.52158	-0.00530	 2.88941	-0.01178	 4.37599	 0.49967	 1.85553	 0.62148	 0.72823	 0.44048	-0.01888	 0.29213	 0.61603	 0.15851	 0.72037	-0.14583	 3.07780	 0.21908	-0.38591	-0.92348	 1.09958	-0.45688	-1.14403	-1.21650	 0.02243	-0.79461	 4.42230	 1.74696	 4.48638	-2.03055	NULL
 10279	 1.50254	 0.27443	 3.04287	 4.41707	 2.85716	 2.09150	 0.50594	-0.02228	 2.85309	-0.00410	 4.35010	 0.49871	 1.83378	 0.61644	 0.70298	 0.43928	-0.04909	 0.28687	 0.59232	 0.15225	 0.69971	-0.15040	 3.06295	 0.21856	-0.40291	-0.94877	 1.05123	-0.43928	-1.17104	-1.20636	 0.00498	-0.78826	 4.41493	 1.74592	 4.28015	-1.94938	NULL
 10280	 1.50254	 0.27443	 3.04287	 4.41707	 2.83684	 2.12056	 0.46931	-0.00933	 2.83777	-0.00430	 4.36011	 0.48428	 1.82194	 0.61369	 0.69003	 0.43792	-0.06356	 0.28334	 0.57989	 0.14908	 0.68617	-0.15151	 3.04811	 0.21803	-0.43469	-0.95264	 1.05123	-0.43928	-1.18000	-1.22220	 0.00498	-0.78826	 4.41119	 1.74542	 4.28015	-1.94938	NULL
 10281	 1.51532	 0.25615	 3.00536	 4.43033	 2.82701	 2.10282	 0.45374	-0.02630	 2.80152	 0.00336	 4.29849	 0.49675	 1.79206	 0.61051	 0.66268	 0.43485	-0.09465	 0.27572	 0.55291	 0.14237	 0.65913	-0.15373	 3.03863	 0.20982	-0.46712	-0.97203	 1.00294	-0.42170	-1.21590	-1.22790	 0.00151	-0.80170	 4.40196	 1.74116	 4.28015	-1.94938	NULL
 10282	 1.51532	 0.25615	 3.00536	 4.43033	 2.82701	 2.10282	 0.41720	-0.01338	 2.80716	-0.00470	 4.30848	 0.48234	 1.78023	 0.60775	 0.65058	 0.43229	-0.11193	 0.27255	 0.54004	 0.13989	 0.64562	-0.15485	 3.03863	 0.20982	-0.48331	-0.98170	 1.00294	-0.42170	-1.24281	-1.21780	-0.01592	-0.79536	 4.39832	 1.74062	 4.28015	-1.94938	NULL
 10283	 1.49785	 0.24924	 3.00536	 4.43033	 2.84731	 2.07379	 0.40167	-0.03033	 2.77660	-0.00511	 4.27273	 0.49576	 1.75436	 0.60549	 0.63183	 0.42691	-0.13959	 0.26574	 0.52171	 0.13827	 0.62312	-0.15671	 3.00901	 0.20877	-0.51494	-0.98556	 0.95476	-0.40416	-1.25172	-1.23360	-0.03679	-0.80246	 4.39085	 1.73962	 4.23224	-1.66562	NULL
 10284	 1.49785	 0.24924	 2.96792	 4.44357	 2.84731	 2.07379	 0.40167	-0.03033	 2.76134	-0.00532	 4.24702	 0.49476	 1.74733	 0.60573	 0.63046	 0.42387	-0.14403	 0.26467	 0.52355	 0.14088	 0.61864	-0.15709	 3.01436	 0.20108	-0.51494	-0.98556	 0.95476	-0.40416	-1.25172	-1.23360	-0.03679	-0.80246	 4.38159	 1.74129	 4.23224	-1.66562	NULL
 10285	 1.49785	 0.24924	 3.00536	 4.43033	 2.86758	 2.04481	 0.43546	-0.01983	 2.77660	-0.00511	 4.27273	 0.49576	 1.75997	 0.61056	 0.65640	 0.42391	-0.11001	 0.26983	 0.56434	 0.15568	 0.63471	-0.15289	 3.00366	 0.21645	-0.45021	-0.94682	 0.95476	-0.40416	-1.20696	-1.21208	-0.03679	-0.80246	 4.36669	 1.73932	 4.23224	-1.66562	NULL
 10286	 1.52810	 0.23788	 3.00536	 4.43033	 2.84731	 2.07379	 0.46931	-0.00933	 2.77097	 0.00294	 4.29849	 0.49675	 1.78357	 0.61610	 0.68597	 0.42878	-0.06703	 0.27717	 0.60175	 0.16848	 0.66622	-0.15028	 3.01847	 0.21698	-0.37033	-0.92933	 1.00294	-0.42170	-1.16206	-1.19050	-0.01938	-0.80879	 4.35932	 1.73828	 4.23224	-1.66562	NULL
 10287	 1.51532	 0.25615	 3.08040	 4.40379	 2.88734	 2.08017	 0.56860	 0.04580	 2.82648	 0.01185	 4.40189	 0.50064	 1.85347	 0.63428	 0.77255	 0.44433	 0.06019	 0.30068	 0.70262	 0.19591	 0.74630	-0.13511	 3.07243	 0.22679	-0.19141	-0.85316	 1.09423	-0.39832	-1.05382	-1.11524	 0.01895	-0.80805	 4.35944	 1.73231	 4.23224	-1.66562	NULL
 10288	 1.51532	 0.25615	 3.09367	 4.42511	 2.88734	 2.08017	 0.63968	 0.04331	 2.87247	 0.01245	 4.44376	 0.51704	 1.89704	 0.64440	 0.81893	 0.45546	 0.13234	 0.31389	 0.75332	 0.20962	 0.79424	-0.12831	 3.10218	 0.22782	-0.07779	-0.83166	 1.14275	-0.41599	-1.00847	-1.09343	 0.03990	-0.80097	 4.36496	 1.73014	 4.23224	-1.66562	NULL
 10289	 1.53280	 0.26307	 3.10695	 4.44648	 2.89724	 2.09788	 0.74550	 0.05127	 2.94371	 0.02152	 4.53795	 0.53536	 1.98054	 0.66375	 0.90609	 0.47374	 0.25797	 0.33990	 0.83890	 0.23025	 0.87298	-0.11041	 3.17137	 0.23813	 0.08693	-0.78053	 1.23478	-0.39265	-0.89906	-1.07605	 0.08187	-0.78679	 4.38721	 1.72730	 4.23224	-1.66562	NULL
 10290	 1.52001	 0.28136	 3.14463	 4.43315	 2.90712	 2.11564	 0.78002	 0.06181	 2.99002	 0.02208	 4.60038	 0.52268	 2.01446	 0.67158	 0.93747	 0.48169	 0.30272	 0.35172	 0.86916	 0.23654	 0.90109	-0.10237	 3.19587	 0.24689	 0.15266	-0.77277	 1.27834	-0.35144	-0.86242	-1.07027	 0.10288	-0.77968	 4.40020	 1.72613	 4.69306	-2.11190	NULL
 10291	 1.52001	 0.28136	 3.14463	 4.43315	 2.90712	 2.11564	 0.83591	 0.04204	 3.04623	 0.03093	 4.64277	 0.53910	 2.05961	 0.68009	 0.97899	 0.49036	 0.36189	 0.36592	 0.90569	 0.24285	 0.94296	-0.09323	 3.25584	 0.24892	 0.21862	-0.76502	 1.32200	-0.31004	-0.79815	-1.07484	 0.12393	-0.77257	 4.41884	 1.72860	 4.69306	-2.11190	NULL
 10292	 1.52001	 0.28136	 3.14463	 4.43315	 2.93739	 2.10428	 0.83328	 0.06575	 3.08295	 0.02314	 4.66909	 0.54001	 2.07363	 0.68332	 0.99217	 0.49170	 0.37671	 0.36946	 0.91647	 0.24341	 0.95476	-0.08939	 3.26545	 0.25718	 0.21947	-0.74906	 1.37117	-0.32794	-0.77055	-1.08519	 0.14148	-0.77896	 4.42060	 1.73186	 4.69306	-2.11190	NULL
 10293	 1.55032	 0.26998	 3.14463	 4.43315	 2.91700	 2.13343	 0.87063	 0.05254	 3.10834	 0.03161	 4.69542	 0.54093	 2.09083	 0.68535	 1.00843	 0.49370	 0.39205	 0.37421	 0.92941	 0.24267	 0.97310	-0.08792	 3.29552	 0.25819	 0.21947	-0.74906	 1.36576	-0.26845	-0.77055	-1.08519	 0.15905	-0.78536	 4.42609	 1.73561	 4.64607	-1.82850	NULL
 10294	 1.55032	 0.26998	 3.18237	 4.41980	 2.91700	 2.13343	 0.87063	 0.05254	 3.10265	 0.03976	 4.73195	 0.52721	 2.10001	 0.68555	 1.01305	 0.49465	 0.39906	 0.37373	 0.93334	 0.24238	 0.97769	-0.08755	 3.29012	 0.26595	 0.21947	-0.74906	 1.41509	-0.28641	-0.74294	-1.09556	 0.16258	-0.77186	 4.42795	 1.73882	 4.64607	-1.82850	NULL
 10295	 1.55032	 0.26998	 3.15796	 4.45455	 2.92689	 2.15124	 0.86799	 0.07629	 3.13376	 0.04010	 4.72181	 0.54183	 2.11322	 0.68667	 1.02471	 0.49568	 0.40657	 0.37444	 0.94055	 0.24094	 0.99533	-0.09193	 3.31058	 0.25868	 0.23558	-0.75511	 1.46452	-0.30440	-0.76131	-1.06907	 0.18018	-0.77827	 4.43718	 1.74308	 4.64607	-1.82850	NULL
 10296	 1.55032	 0.26998	 3.15796	 4.45455	 2.95724	 2.13985	 0.88669	 0.06967	 3.13376	 0.04010	 4.71167	 0.55646	 2.11924	 0.68805	 1.02777	 0.49634	 0.40953	 0.37404	 0.94221	 0.24035	 0.99991	-0.09156	 3.30516	 0.26646	 0.21947	-0.74906	 1.46452	-0.30440	-0.76131	-1.06907	 0.19778	-0.78467	 4.45017	 1.74191	 4.64607	-1.82850	NULL
 10297	 1.55032	 0.26998	 3.19575	 4.44118	 2.96714	 2.15770	 0.90541	 0.06305	 3.13376	 0.04010	 4.71167	 0.55646	 2.12642	 0.68779	 1.03173	 0.49575	 0.41245	 0.37368	 0.94149	 0.23784	 1.00645	-0.09394	 3.33105	 0.25141	 0.21862	-0.76502	 1.51401	-0.32242	-0.76131	-1.06907	 0.20132	-0.77116	 4.47064	 1.74174	 4.64607	-1.82850	NULL
 10298	 1.55032	 0.26998	 3.15796	 4.45455	 2.96714	 2.15770	 0.90541	 0.06305	 3.13376	 0.04010	 4.71167	 0.55646	 2.12527	 0.68943	 1.03257	 0.49454	 0.41134	 0.37339	 0.94136	 0.23623	 1.00645	-0.09394	 3.33105	 0.25141	 0.21862	-0.76502	 1.51916	-0.38182	-0.78892	-1.05871	 0.21895	-0.77758	 4.47797	 1.74285	 4.64607	-1.82850	NULL
 10299	 1.56311	 0.25169	 3.15796	 4.45455	 2.96714	 2.15770	 0.92413	 0.05643	 3.13376	 0.04010	 4.71167	 0.55646	 2.12642	 0.68779	 1.03257	 0.49454	 0.40854	 0.37165	 0.94060	 0.23376	 1.00645	-0.09394	 3.31058	 0.25868	 0.21778	-0.78097	 1.51916	-0.38182	-0.76131	-1.06907	 0.22250	-0.76406	 4.48544	 1.74385	 4.64607	-1.82850	NULL
 10300	 1.56311	 0.25169	 3.19575	 4.44118	 2.98759	 2.12846	 0.92413	 0.05643	 3.13376	 0.04010	 4.74823	 0.54273	 2.12758	 0.68614	 1.03495	 0.49365	 0.40805	 0.37046	 0.94111	 0.23302	 1.00645	-0.09394	 3.31598	 0.25092	 0.21778	-0.78097	 1.51916	-0.38182	-0.76131	-1.06907	 0.22250	-0.76406	 4.48908	 1.74439	 4.64607	-1.82850	NULL
 10301	 1.56311	 0.25169	 3.17131	 4.47598	 2.98759	 2.12846	 0.92151	 0.08021	 3.15506	 0.03211	 4.74823	 0.54273	 2.13391	 0.68376	 1.03890	 0.49306	 0.40886	 0.36741	 0.94389	 0.23259	 1.00645	-0.09394	 3.31598	 0.25092	 0.20253	-0.75898	 1.56865	-0.39984	-0.73367	-1.07945	 0.22250	-0.76406	 4.49467	 1.74810	 4.64607	-1.82850	NULL
 10302	 1.56311	 0.25169	 3.17131	 4.47598	 2.98759	 2.12846	 0.94026	 0.07358	 3.15506	 0.03211	 4.78483	 0.52899	 2.13592	 0.68422	 1.04044	 0.49338	 0.40952	 0.36647	 0.94555	 0.23200	 1.00645	-0.09394	 3.31598	 0.25092	 0.20253	-0.75898	 1.56865	-0.39984	-0.73367	-1.07945	 0.22250	-0.76406	 4.49841	 1.74860	 5.10787	-2.27516	NULL
 10303	 1.55032	 0.26998	 3.20915	 4.46259	 2.98759	 2.12846	 0.94026	 0.07358	 3.15506	 0.03211	 4.78483	 0.52899	 2.13793	 0.68468	 1.04438	 0.49281	 0.41017	 0.36556	 0.94708	 0.22980	 1.00839	-0.09669	 3.31598	 0.25092	 0.18726	-0.73697	 1.51401	-0.32242	-0.73367	-1.07945	 0.22250	-0.76406	 4.50014	 1.75778	 5.10787	-2.27516	NULL
 10304	 1.55032	 0.26998	 3.20915	 4.46259	 2.98759	 2.12846	 0.94026	 0.07358	 3.15506	 0.03211	 4.78483	 0.52899	 2.13793	 0.68468	 1.04285	 0.49247	 0.40906	 0.36526	 0.94366	 0.22936	 1.01033	-0.09943	 3.31598	 0.25092	 0.20253	-0.75898	 1.51401	-0.32242	-0.73367	-1.07945	 0.24013	-0.77048	 4.50574	 1.76150	 5.10787	-2.27516	NULL
 10305	 1.53751	 0.28829	 3.20915	 4.46259	 3.01800	 2.11704	 0.92151	 0.08021	 3.15506	 0.03211	 4.75837	 0.52810	 2.13189	 0.68330	 1.03748	 0.48999	 0.40219	 0.36363	 0.93429	 0.22497	 1.00113	-0.10015	 3.31598	 0.25092	 0.18561	-0.76889	 1.51401	-0.32242	-0.73367	-1.07945	 0.22604	-0.75051	 4.51497	 1.76575	 4.85372	-1.91023	NULL
 10306	 1.53751	 0.28829	 3.20915	 4.46259	 3.01800	 2.11704	 0.90278	 0.08683	 3.13946	 0.03195	 4.72181	 0.54183	 2.12787	 0.68238	 1.03130	 0.48871	 0.39468	 0.36292	 0.92732	 0.22249	 0.99655	-0.10053	 3.32140	 0.24315	 0.18477	-0.78482	 1.51401	-0.32242	-0.76131	-1.06907	 0.24371	-0.75694	 4.52234	 1.76679	 4.85372	-1.91023	NULL
 10307	 1.56785	 0.27690	 3.20915	 4.46259	 2.98759	 2.12846	 0.90541	 0.06305	 3.12390	 0.03178	 4.73195	 0.52721	 2.11697	 0.67797	 1.01266	 0.48760	 0.37462	 0.35921	 0.90833	 0.21769	 0.97819	-0.10198	 3.30634	 0.24266	 0.15099	-0.80458	 1.46452	-0.30440	-0.77980	-1.10129	 0.24013	-0.77048	 4.52420	 1.77000	 4.85372	-1.91023	NULL
 10308	 1.56785	 0.27690	 3.17131	 4.47598	 2.98759	 2.12846	 0.88669	 0.06967	 3.12959	 0.02364	 4.70555	 0.52632	 2.11207	 0.67496	 1.00340	 0.48569	 0.36322	 0.35648	 0.89961	 0.21418	 0.97095	-0.10545	 3.29130	 0.24216	 0.13413	-0.81444	 1.46452	-0.30440	-0.80738	-1.09093	 0.24013	-0.77048	 4.52420	 1.77000	 4.85372	-1.91023	NULL
 10309	 1.56785	 0.27690	 3.17131	 4.47598	 2.93679	 2.16909	 0.88932	 0.04593	 3.11973	 0.01533	 4.67920	 0.52543	 2.09831	 0.66799	 0.98404	 0.48308	 0.33635	 0.35115	 0.87940	 0.20761	 0.94803	-0.10727	 3.28165	 0.23392	 0.08531	-0.81229	 1.46973	-0.36383	-0.84411	-1.09668	 0.23658	-0.78400	 4.52046	 1.76950	 4.64607	-1.82850	NULL
 10310	 1.56785	 0.27690	 3.17131	 4.47598	 2.93679	 2.16909	 0.87063	 0.05254	 3.10417	 0.01517	 4.68931	 0.51085	 2.09030	 0.66614	 0.97483	 0.48113	 0.32270	 0.34788	 0.86956	 0.20398	 0.93431	-0.10838	 3.26664	 0.23341	 0.06853	-0.82215	 1.46973	-0.36383	-0.85331	-1.11273	 0.23658	-0.78400	 4.52234	 1.76679	 4.64607	-1.82850	NULL
 10311	 1.58066	 0.25859	 3.19575	 4.44118	 2.93679	 2.16909	 0.83328	 0.06575	 3.06743	 0.02297	 4.66299	 0.50995	 2.07226	 0.66200	 0.95874	 0.47641	 0.29607	 0.34042	 0.84887	 0.19816	 0.91336	-0.11293	 3.23123	 0.24016	 0.01989	-0.82002	 1.42040	-0.34587	-0.86249	-1.12877	 0.21895	-0.77758	 4.52234	 1.76679	 4.39043	-1.46143	NULL
 10312	 1.58066	 0.25859	 3.19575	 4.44118	 2.93679	 2.16909	 0.83591	 0.04204	 3.05192	 0.02280	 4.66299	 0.50995	 2.06425	 0.66017	 0.95189	 0.47359	 0.28179	 0.33808	 0.83803	 0.19597	 0.89773	-0.11130	 3.21624	 0.23966	 0.00318	-0.82987	 1.42040	-0.34587	-0.86249	-1.12877	 0.20132	-0.77116	 4.52234	 1.76679	 4.39043	-1.46143	NULL
 10313	 1.58066	 0.25859	 3.19575	 4.44118	 2.95724	 2.13985	 0.79865	 0.05522	 3.04211	 0.01449	 4.63672	 0.50904	 2.04509	 0.65767	 0.93345	 0.46975	 0.25397	 0.33245	 0.81855	 0.19029	 0.88140	-0.11550	 3.20127	 0.23915	-0.01432	-0.85549	 1.42040	-0.34587	-0.87168	-1.14478	 0.18372	-0.76475	 4.52420	 1.77000	 4.64607	-1.82850	NULL
 10314	 1.58066	 0.25859	 3.13352	 4.48934	 2.95724	 2.13985	 0.78002	 0.06181	 3.02094	 0.02244	 4.61047	 0.50813	 2.03709	 0.65582	 0.92426	 0.46781	 0.24036	 0.32919	 0.80723	 0.18883	 0.87421	-0.11897	 3.20665	 0.23142	-0.04607	-0.84357	 1.42559	-0.40505	-0.87168	-1.14478	 0.19778	-0.78467	 4.52232	 1.77272	 4.64607	-1.82850	NULL
 10315	 1.58066	 0.25859	 3.13352	 4.48934	 2.98759	 2.12846	 0.76408	 0.04470	 3.01114	 0.01415	 4.58427	 0.50722	 2.01366	 0.65616	 0.90821	 0.46309	 0.21371	 0.32387	 0.78672	 0.18462	 0.85983	-0.12589	 3.19169	 0.23091	-0.06352	-0.86913	 1.42559	-0.40505	-0.92649	-1.12421	 0.16612	-0.75835	 4.52794	 1.77051	 4.90022	-2.19343	NULL
 10316	 1.53751	 0.28829	 3.13352	 4.48934	 2.98759	 2.12846	 0.76673	 0.02106	 3.01681	 0.00604	 4.58427	 0.50722	 2.00253	 0.65549	 0.89900	 0.46117	 0.20016	 0.32059	 0.77756	 0.18186	 0.84425	-0.12427	 3.19707	 0.22318	-0.09517	-0.85725	 1.37642	-0.38715	-0.90827	-1.15048	 0.16612	-0.75835	 4.52232	 1.77272	 4.90022	-2.19343	NULL
 10317	 1.53751	 0.28829	 3.13352	 4.48934	 2.97765	 2.11067	 0.75079	 0.00401	 3.00136	 0.00586	 4.55810	 0.50630	 1.98343	 0.65300	 0.88385	 0.45524	 0.17420	 0.31434	 0.75663	 0.17836	 0.82342	-0.12883	 3.18214	 0.22267	-0.11255	-0.88277	 1.32733	-0.36928	-0.96295	-1.12995	 0.14853	-0.75194	 4.51858	 1.77222	 4.90022	-2.19343	NULL
 10318	 1.53751	 0.28829	 3.13352	 4.48934	 2.94731	 2.12206	 0.75341	-0.01956	 2.99157	-0.00242	 4.53196	 0.50538	 1.97234	 0.65232	 0.87229	 0.45420	 0.16183	 0.31133	 0.74536	 0.17690	 0.81626	-0.13229	 3.16719	 0.22216	-0.14411	-0.87092	 1.32733	-0.36928	-0.94475	-1.15619	 0.14853	-0.75194	 4.51306	 1.77439	 4.90022	-2.19343	NULL
 10319	 1.52001	 0.28136	 3.09578	 4.50269	 2.91700	 2.13343	 0.73749	-0.03654	 2.96071	-0.00278	 4.50587	 0.50444	 1.95754	 0.64702	 0.85160	 0.45124	 0.13349	 0.30667	 0.72546	 0.17195	 0.79355	-0.13413	 3.15227	 0.22165	-0.17641	-0.87479	 1.27834	-0.35144	-0.95389	-1.17214	 0.14853	-0.75194	 4.50559	 1.77339	 4.85372	-1.91023	NULL
 10320	 1.52001	 0.28136	 3.12022	 4.46790	 2.88674	 2.14479	 0.71898	-0.02999	 2.94529	-0.00295	 4.47983	 0.50350	 1.94958	 0.64518	 0.84006	 0.45022	 0.11936	 0.30431	 0.71306	 0.17035	 0.77802	-0.13252	 3.15764	 0.21394	-0.19292	-0.88458	 1.22941	-0.33363	-0.98116	-1.16190	 0.14500	-0.76546	 4.50559	 1.77339	 4.85372	-1.91023	NULL
